scientific_name,taxon,iucn_class,iucn_category,iucn_score,gen,is_single
Hyemoschus aquaticus,포유류,MAMMALIA,LC,0,5.5,True
Hylaeamys megacephalus,포유류,MAMMALIA,LC,0,1.0,True
Hylaeamys perenensis,포유류,MAMMALIA,LC,0,1.0,True
Hylaeamys yunganus,포유류,MAMMALIA,LC,0,1.0,True
Hylomys suillus,포유류,MAMMALIA,LC,0,3.0,True
Hylomyscus aeta,포유류,MAMMALIA,LC,0,1.5,False
Hylomyscus alleni,포유류,MAMMALIA,LC,0,1.5,False
Hylomyscus carillus,포유류,MAMMALIA,LC,0,1.5,False
Hylopetes alboniger,포유류,MAMMALIA,LC,0,3.5,False
Hylopetes phayrei,포유류,MAMMALIA,LC,0,3.5,False
Hylopetes spadiceus,포유류,MAMMALIA,LC,0,4.0,True
Hyomys goliath,포유류,MAMMALIA,LC,0,1.5,False
Hyosciurus heinrichi,포유류,MAMMALIA,LC,0,3.5,False
Hyperacrius wynnei,포유류,MAMMALIA,LC,0,1.5,False
Hystrix africaeaustralis,포유류,MAMMALIA,LC,0,7.0,True
Hystrix brachyura,포유류,MAMMALIA,LC,0,7.0,True
Hystrix crassispinis,포유류,MAMMALIA,LC,0,1.5,False
Hystrix cristata,포유류,MAMMALIA,LC,0,7.0,True
Hystrix javanica,포유류,MAMMALIA,LC,0,7.0,True
Hystrix sumatrae,포유류,MAMMALIA,LC,0,7.0,True
Ia io,포유류,MAMMALIA,NT,1,5.6,True
Ichneumia albicauda,포유류,MAMMALIA,LC,0,4.0,True
Ictidomys mexicanus,포유류,MAMMALIA,LC,0,3.0,True
Ictidomys tridecemlineatus,포유류,MAMMALIA,LC,0,3.0,True
Ictonyx libycus,포유류,MAMMALIA,LC,0,3.0,True
Ictonyx striatus,포유류,MAMMALIA,LC,0,3.0,True
Idiurus macrotis,포유류,MAMMALIA,LC,0,2.0,True
Idiurus zenkeri,포유류,MAMMALIA,LC,0,2.5,False
Iomys horsfieldii,포유류,MAMMALIA,LC,0,3.0,True
Irenomys tarsalis,포유류,MAMMALIA,LC,0,1.5,False
Isoodon obesulus,포유류,MAMMALIA,LC,0,2.0,True
Isothrix pagurus,포유류,MAMMALIA,LC,0,1.5,False
Isthmomys pirrensis,포유류,MAMMALIA,LC,0,2.0,True
Jaculus blanfordi,포유류,MAMMALIA,LC,0,2.0,True
Jaculus jaculus,포유류,MAMMALIA,LC,0,2.0,True
Jaculus orientalis,포유류,MAMMALIA,LC,0,1.5,False
Juliomys pictipes,포유류,MAMMALIA,LC,0,1.5,False
Kerivoula argentata,포유류,MAMMALIA,LC,0,5.0,True
Kerivoula lanosa,포유류,MAMMALIA,LC,0,5.0,True
Kerivoula phalaena,포유류,MAMMALIA,LC,0,5.0,True
Kerivoula picta,포유류,MAMMALIA,NT,1,5.0,True
Kerivoula smithii,포유류,MAMMALIA,LC,0,5.0,True
Kobus ellipsiprymnus,포유류,MAMMALIA,LC,0,7.1,True
Kunsia tomentosus,포유류,MAMMALIA,LC,0,2.0,True
Laephotis botswanae,포유류,MAMMALIA,LC,0,5.63,True
Laephotis namibensis,포유류,MAMMALIA,LC,0,5.63,True
Laephotis wintoni,포유류,MAMMALIA,LC,0,5.63,True
Lagenorhynchus acutus,포유류,MAMMALIA,LC,0,16.0,True
Lagenorhynchus albirostris,포유류,MAMMALIA,LC,0,18.0,True
Lagidium viscacia,포유류,MAMMALIA,LC,0,6.5,False
Lagurus lagurus,포유류,MAMMALIA,EN,3,1.0,True
Lama guanicoe,포유류,MAMMALIA,LC,0,4.5,False
Lariscus insignis,포유류,MAMMALIA,LC,0,3.5,False
Lasiopodomys brandtii,포유류,MAMMALIA,LC,0,1.5,False
Lasiopodomys fuscus,무척추/식물/기타,,LC,0,1.5,False
Lasiopodomys mandarinus,포유류,MAMMALIA,LC,0,1.5,False
Lavia frons,포유류,MAMMALIA,LC,0,5.43,True
Leggadina forresti,포유류,MAMMALIA,LC,0,1.5,False
Leggadina lakedownensis,포유류,MAMMALIA,LC,0,1.5,False
Lemmiscus curtatus,포유류,MAMMALIA,LC,0,1.5,False
Lemmus amurensis,포유류,MAMMALIA,LC,0,0.5,False
Lemmus lemmus,포유류,MAMMALIA,LC,0,0.5,False
Lemmus trimucronatus,포유류,MAMMALIA,LC,0,0.5,False
Lemniscomys barbarus,포유류,MAMMALIA,LC,0,1.0,True
Lemniscomys bellieri,포유류,MAMMALIA,LC,0,1.5,False
Lemniscomys griselda,포유류,MAMMALIA,LC,0,1.0,True
Lemniscomys linulus,포유류,MAMMALIA,LC,0,1.0,True
Lemniscomys macculus,포유류,MAMMALIA,LC,0,1.0,True
Lemniscomys rosalia,포유류,MAMMALIA,LC,0,1.0,True
Lemniscomys striatus,포유류,MAMMALIA,LC,0,1.0,True
Lemniscomys zebra,포유류,MAMMALIA,LC,0,1.0,True
Lenomys meyeri,포유류,MAMMALIA,LC,0,1.5,False
Lenothrix canus,포유류,MAMMALIA,LC,0,2.0,True
Lenoxus apicalis,포유류,MAMMALIA,LC,0,1.5,False
Leopardus geoffroyi,포유류,MAMMALIA,LC,0,5.0,True
Leopoldamys ciliatus,포유류,MAMMALIA,LC,0,1.5,False
Leopoldamys edwardsi,포유류,MAMMALIA,LC,0,1.5,False
Leopoldamys milleti,포유류,MAMMALIA,LC,0,2.0,True
Leopoldamys sabanus,포유류,MAMMALIA,LC,0,1.5,False
Leptomys elegans,포유류,MAMMALIA,LC,0,1.5,False
Leptomys ernstmayri,포유류,MAMMALIA,LC,0,1.5,False
Leptomys signatus,포유류,MAMMALIA,LC,0,2.0,True
Leptonychotes weddellii,포유류,MAMMALIA,LC,0,10.8,True
Lepus europaeus,포유류,MAMMALIA,LC,0,1.5,True
Lepus timidus,포유류,MAMMALIA,LC,0,2.9,True
Lestodelphys halli,포유류,MAMMALIA,LC,0,1.76,True
Limnomys bryophilus,포유류,MAMMALIA,LC,0,1.5,False
Limnomys sibuanus,포유류,MAMMALIA,LC,0,2.0,True
Lobodon carcinophaga,포유류,MAMMALIA,LC,0,14.9,True
Lophiomys imhausi,포유류,MAMMALIA,LC,0,2.0,True
Lophuromys chrysopus,포유류,MAMMALIA,LC,0,1.5,False
Lophuromys huttereri,포유류,MAMMALIA,LC,0,1.5,False
Lophuromys luteogaster,포유류,MAMMALIA,LC,0,1.5,False
Lophuromys nudicaudus,포유류,MAMMALIA,LC,0,1.5,False
Lophuromys roseveari,포유류,MAMMALIA,LC,0,1.5,False
Lophuromys sikapusi,포유류,MAMMALIA,LC,0,1.5,False
Lophuromys woosnami,포유류,MAMMALIA,LC,0,1.5,False
Lorentzimys nouhuysi,포유류,MAMMALIA,LC,0,1.5,False
Loxodontomys micropus,포유류,MAMMALIA,LC,0,1.5,False
Loxodontomys pikumche,포유류,MAMMALIA,LC,0,1.5,False
Lundomys molitor,포유류,MAMMALIA,LC,0,2.0,True
Lycalopex culpaeus,포유류,MAMMALIA,LC,0,3.5,False
Lycalopex griseus,포유류,MAMMALIA,LC,0,3.5,False
Lycalopex gymnocercus,포유류,MAMMALIA,LC,0,3.5,False
Lycalopex vetulus,포유류,MAMMALIA,NT,1,3.5,False
Lyncodon patagonicus,포유류,MAMMALIA,LC,0,4.8,True
Macaca cyclopis,포유류,MAMMALIA,LC,0,11.0,False
Macaca fuscata,포유류,MAMMALIA,LC,0,12.5,False
Macroglossus minimus,포유류,MAMMALIA,LC,0,4.3,True
Macrotarsomys bastardi,포유류,MAMMALIA,LC,0,1.5,False
Macruromys major,포유류,MAMMALIA,LC,0,1.5,False
Madoqua guentheri,포유류,MAMMALIA,LC,0,3.4,True
Madoqua kirkii,포유류,MAMMALIA,LC,0,3.6,True
Madoqua saltiana,포유류,MAMMALIA,LC,0,3.7,True
Madromys blanfordi,포유류,MAMMALIA,LC,0,2.0,True
Malacomys cansdalei,포유류,MAMMALIA,LC,0,1.5,False
Malacomys edwardsi,포유류,MAMMALIA,LC,0,2.0,True
Malacomys longipes,포유류,MAMMALIA,LC,0,1.5,False
Malacothrix typica,포유류,MAMMALIA,LC,0,1.5,False
Mallomys aroaensis,포유류,MAMMALIA,LC,0,1.7,True
Mallomys istapantap,포유류,MAMMALIA,LC,0,1.5,False
Mallomys rothschildi,포유류,MAMMALIA,LC,0,1.5,False
Mammelomys lanosus,포유류,MAMMALIA,LC,0,1.5,False
Mammelomys rattoides,포유류,MAMMALIA,LC,0,2.0,True
Marmota baibacina,포유류,MAMMALIA,LC,0,5.0,True
Marmota bobak,포유류,MAMMALIA,LC,0,2.5,False
Marmota broweri,포유류,MAMMALIA,LC,0,5.0,True
Marmota caligata,포유류,MAMMALIA,LC,0,5.0,True
Marmota camtschatica,포유류,MAMMALIA,LC,0,5.0,True
Marmota caudata,포유류,MAMMALIA,LC,0,5.0,True
Marmota flaviventris,포유류,MAMMALIA,LC,0,5.5,False
Marmota himalayana,포유류,MAMMALIA,LC,0,5.0,True
Marmota marmota,포유류,MAMMALIA,LC,0,6.5,False
Marmota monax,포유류,MAMMALIA,LC,0,5.0,True
Marmota olympus,포유류,MAMMALIA,LC,0,5.0,True
Martes flavigula,포유류,MAMMALIA,LC,0,7.2,True
Martes melampus,포유류,MAMMALIA,LC,0,4.9,True
Massoutiera mzabi,포유류,MAMMALIA,LC,0,2.5,False
Mastomys coucha,포유류,MAMMALIA,LC,0,1.5,False
Mastomys erythroleucus,포유류,MAMMALIA,LC,0,1.5,False
Mastomys huberti,포유류,MAMMALIA,LC,0,1.5,False
Mastomys kollmannspergeri,포유류,MAMMALIA,LC,0,1.5,False
Mastomys natalensis,포유류,MAMMALIA,LC,0,1.5,False
Mastomys shortridgei,포유류,MAMMALIA,LC,0,1.5,False
Maxomys alticola,포유류,MAMMALIA,LC,0,1.5,False
Maxomys bartelsii,포유류,MAMMALIA,LC,0,2.0,True
Maxomys hellwaldii,포유류,MAMMALIA,LC,0,1.5,False
Maxomys inas,포유류,MAMMALIA,LC,0,2.0,True
Maxomys moi,포유류,MAMMALIA,LC,0,1.5,False
Maxomys musschenbroekii,포유류,MAMMALIA,LC,0,1.5,False
Maxomys panglima,포유류,MAMMALIA,LC,0,1.5,False
Maxomys surifer,포유류,MAMMALIA,LC,0,1.5,False
Megaptera novaeangliae,포유류,MAMMALIA,LC,0,25.5,True
Megasorex gigas,포유류,MAMMALIA,LC,0,1.0,True
Melanomys caliginosus,포유류,MAMMALIA,LC,0,1.5,False
Melanomys robustulus,포유류,MAMMALIA,LC,0,1.5,False
Meles anakuma,포유류,MAMMALIA,LC,0,8.6,True
Meles leucurus,포유류,MAMMALIA,LC,0,6.5,True
Mellivora capensis,포유류,MAMMALIA,LC,0,6.0,True
Melogale moschata,포유류,MAMMALIA,LC,0,4.5,True
Melogale orientalis,포유류,MAMMALIA,LC,0,5.9,True
Melogale personata,포유류,MAMMALIA,LC,0,4.1,True
Melomys burtoni,포유류,MAMMALIA,LC,0,1.5,False
Melomys capensis,포유류,MAMMALIA,LC,0,1.5,False
Melomys cervinipes,포유류,MAMMALIA,LC,0,5.5,False
Melomys dollmani,포유류,MAMMALIA,LC,0,1.5,False
Melomys frigicola,포유류,MAMMALIA,LC,0,2.0,True
Melomys leucogaster,포유류,MAMMALIA,LC,0,1.5,False
Melomys lutillus,포유류,MAMMALIA,LC,0,1.5,False
Melomys obiensis,포유류,MAMMALIA,LC,0,2.0,True
Melomys rufescens,포유류,MAMMALIA,LC,0,1.5,False
Menetes berdmorei,포유류,MAMMALIA,LC,0,4.0,True
Mephitis macroura,포유류,MAMMALIA,LC,0,4.7,True
Meriones arimalius,포유류,MAMMALIA,LC,0,1.5,False
Meriones chengi,포유류,MAMMALIA,LC,0,1.5,False
Meriones crassus,포유류,MAMMALIA,LC,0,1.5,False
Meriones grandis,포유류,MAMMALIA,LC,0,1.5,False
Meriones hurrianae,포유류,MAMMALIA,LC,0,1.5,False
Meriones libycus,포유류,MAMMALIA,LC,0,1.5,False
Meriones persicus,포유류,MAMMALIA,LC,0,1.5,False
Meriones rex,포유류,MAMMALIA,LC,0,1.5,False
Meriones shawi,포유류,MAMMALIA,LC,0,1.5,False
Meriones unguiculatus,포유류,MAMMALIA,LC,0,1.0,True
Meriones vinogradovi,포유류,MAMMALIA,LC,0,1.5,False
Mesechinus dauuricus,포유류,MAMMALIA,LC,0,3.0,True
Mesechinus hughi,포유류,MAMMALIA,LC,0,3.0,True
Mesembriomys macrurus,포유류,MAMMALIA,NT,1,3.0,True
Mesocricetus raddei,포유류,MAMMALIA,LC,0,2.0,True
Mico argentatus,포유류,MAMMALIA,LC,0,6.0,True
Mico mauesi,포유류,MAMMALIA,LC,0,5.8,True
Mico melanurus,포유류,MAMMALIA,NT,1,6.0,True
Mico saterei,포유류,MAMMALIA,LC,0,6.0,True
Microcavia niata,포유류,MAMMALIA,LC,0,2.0,True
Microcebus griseorufus,포유류,MAMMALIA,LC,0,5.6,True
Microcebus murinus,포유류,MAMMALIA,LC,0,5.6,True
Microdipodops megacephalus,포유류,MAMMALIA,LC,0,2.0,True
Microdipodops pallidus,포유류,MAMMALIA,LC,0,2.0,True
Microryzomys altissimus,포유류,MAMMALIA,LC,0,1.5,False
Microryzomys minutus,포유류,MAMMALIA,LC,0,1.5,False
Microsciurus alfari,포유류,MAMMALIA,LC,0,3.0,True
Microsciurus mimulus,포유류,MAMMALIA,LC,0,3.5,False
Microtus abbreviatus,포유류,MAMMALIA,LC,0,1.0,True
Microtus agrestis,포유류,MAMMALIA,LC,0,1.0,True
Microtus arvalis,포유류,MAMMALIA,LC,0,1.0,True
Microtus brachycercus,포유류,MAMMALIA,LC,0,1.0,True
Microtus californicus,포유류,MAMMALIA,LC,0,1.0,True
Microtus canicaudus,포유류,MAMMALIA,LC,0,1.0,True
Microtus chrotorrhinus,포유류,MAMMALIA,LC,0,1.0,True
Microtus daghestanicus,포유류,MAMMALIA,LC,0,1.0,True
Microtus dogramacii,포유류,MAMMALIA,LC,0,1.0,True
Microtus duodecimcostatus,포유류,MAMMALIA,LC,0,1.0,True
Microtus guentheri,포유류,MAMMALIA,LC,0,1.0,True
Microtus ilaeus,포유류,MAMMALIA,LC,0,1.0,True
Microtus liechtensteini,포유류,MAMMALIA,LC,0,1.0,True
Microtus longicaudus,포유류,MAMMALIA,LC,0,1.0,True
Microtus lusitanicus,포유류,MAMMALIA,LC,0,1.0,True
Microtus majori,포유류,MAMMALIA,LC,0,1.0,True
Microtus mexicanus,포유류,MAMMALIA,LC,0,1.0,True
Microtus miurus,포유류,MAMMALIA,LC,0,1.0,True
Microtus montanus,포유류,MAMMALIA,LC,0,1.0,True
Microtus multiplex,포유류,MAMMALIA,LC,0,1.0,True
Microtus ochrogaster,포유류,MAMMALIA,LC,0,1.5,False
Microtus oregoni,포유류,MAMMALIA,LC,0,0.5,False
Microtus paradoxus,포유류,MAMMALIA,LC,0,1.0,True
Microtus pennsylvanicus,포유류,MAMMALIA,LC,0,0.5,False
Microtus pinetorum,포유류,MAMMALIA,LC,0,1.0,True
Microtus richardsoni,포유류,MAMMALIA,LC,0,1.0,True
Microtus savii,포유류,MAMMALIA,LC,0,1.0,True
Microtus schidlovskii,포유류,MAMMALIA,LC,0,1.0,True
Microtus tatricus,포유류,MAMMALIA,LC,0,1.0,True
Microtus thomasi,포유류,MAMMALIA,LC,0,1.0,True
Microtus townsendii,포유류,MAMMALIA,LC,0,1.0,True
Microtus transcaspicus,포유류,MAMMALIA,LC,0,1.0,True
Millardia gleadowi,포유류,MAMMALIA,LC,0,1.5,False
Millardia kathleenae,포유류,MAMMALIA,LC,0,1.5,False
Millardia meltada,포유류,MAMMALIA,LC,0,1.5,False
Mimetillus moloneyi,포유류,MAMMALIA,LC,0,5.63,True
Miniopterus fraterculus,포유류,MAMMALIA,LC,0,5.46,True
Miniopterus gleni,포유류,MAMMALIA,LC,0,5.46,True
Miniopterus inflatus,포유류,MAMMALIA,LC,0,5.46,True
Miniopterus majori,포유류,MAMMALIA,LC,0,5.46,True
Miniopterus manavi,포유류,MAMMALIA,LC,0,5.46,True
Miniopterus natalensis,포유류,MAMMALIA,LC,0,5.46,True
Miniopterus sororculus,포유류,MAMMALIA,LC,0,5.46,True
Miopithecus ogouensis,포유류,MAMMALIA,NT,1,8.0,True
Mirounga angustirostris,포유류,MAMMALIA,LC,0,8.7,True
Mirounga leonina,포유류,MAMMALIA,VU,2,9.5,True
Mogera imaizumii,포유류,MAMMALIA,LC,0,2.0,True
Mogera insularis,포유류,MAMMALIA,LC,0,1.5,False
Mogera robusta,포유류,MAMMALIA,LC,0,4.0,True
Mogera wogura,포유류,MAMMALIA,LC,0,2.0,True
Mops brachypterus,포유류,MAMMALIA,LC,0,3.9,True
Mops congicus,포유류,MAMMALIA,LC,0,3.9,True
Mops demonstrator,포유류,MAMMALIA,LC,0,3.9,True
Mops leucostigma,포유류,MAMMALIA,LC,0,3.9,True
Mops midas,포유류,MAMMALIA,LC,0,3.9,True
Mops nanulus,포유류,MAMMALIA,LC,0,3.9,True
Mops niveiventer,포유류,MAMMALIA,LC,0,3.9,True
Mops spurrelli,포유류,MAMMALIA,LC,0,3.9,True
Mops thersites,포유류,MAMMALIA,LC,0,3.9,True
Mormopterus jugularis,포유류,MAMMALIA,LC,0,3.91,True
Mungos gambianus,포유류,MAMMALIA,LC,0,4.0,True
Mungos mungo,포유류,MAMMALIA,LC,0,4.3,True
Muriculus imberbis,포유류,MAMMALIA,LC,0,1.5,False
Murina florium,포유류,MAMMALIA,LC,0,3.5,False
Murina harrisoni,포유류,MAMMALIA,LC,0,5.0,True
Murina leucogaster,포유류,MAMMALIA,LC,0,5.0,True
Mus baoulei,포유류,MAMMALIA,LC,0,1.0,True
Mus booduga,포유류,MAMMALIA,LC,0,1.5,False
Mus bufo,포유류,MAMMALIA,LC,0,1.0,True
Mus caroli,포유류,MAMMALIA,LC,0,1.5,False
Mus cervicolor,포유류,MAMMALIA,LC,0,1.5,False
Mus cookii,포유류,MAMMALIA,LC,0,1.5,False
Mus cypriacus,포유류,MAMMALIA,LC,0,1.5,False
Mus haussa,포유류,MAMMALIA,LC,0,1.0,True
Mus indutus,포유류,MAMMALIA,LC,0,1.0,True
Mus mahomet,포유류,MAMMALIA,LC,0,1.5,False
Mus mattheyi,포유류,MAMMALIA,LC,0,1.5,False
Mus minutoides,포유류,MAMMALIA,LC,0,1.0,True
Mus musculoides,포유류,MAMMALIA,LC,0,1.0,True
Mus pahari,포유류,MAMMALIA,LC,0,1.5,False
Mus phillipsi,포유류,MAMMALIA,LC,0,1.5,False
Mus platythrix,포유류,MAMMALIA,LC,0,1.5,False
Mus saxicola,포유류,MAMMALIA,LC,0,1.5,False
Mus setulosus,포유류,MAMMALIA,LC,0,1.5,False
Mus setzeri,포유류,MAMMALIA,LC,0,1.0,True
Mus shortridgei,포유류,MAMMALIA,LC,0,1.5,False
Mus sorella,포유류,MAMMALIA,LC,0,1.5,False
Mus spicilegus,포유류,MAMMALIA,LC,0,1.5,False
Mus tenellus,포유류,MAMMALIA,LC,0,1.5,False
Mus terricolor,포유류,MAMMALIA,LC,0,2.0,True
Mus triton,포유류,MAMMALIA,LC,0,1.5,False
Muscardinus avellanarius,포유류,MAMMALIA,LC,0,2.0,True
Mustela kathiah,포유류,MAMMALIA,LC,0,3.4,True
Mustela lutreolina,포유류,MAMMALIA,LC,0,4.8,True
Mustela nudipes,포유류,MAMMALIA,LC,0,6.6,True
Mustela strigidorsa,포유류,MAMMALIA,LC,0,6.4,True
Mustela subpalmata,포유류,MAMMALIA,LC,0,2.0,True
Mydaus javanensis,포유류,MAMMALIA,LC,0,4.75,True
Mydaus marchei,포유류,MAMMALIA,LC,0,7.8,True
Mylomys dybowskii,포유류,MAMMALIA,LC,0,1.5,False
Myomyscus angolensis,포유류,MAMMALIA,LC,0,1.5,False
Myomyscus brockmani,포유류,MAMMALIA,LC,0,1.5,False
Myomyscus verreauxii,포유류,MAMMALIA,LC,0,1.5,False
Myopterus whitleyi,포유류,MAMMALIA,LC,0,3.91,True
Myosciurus pumilio,포유류,MAMMALIA,LC,0,3.0,True
Myosorex varius,포유류,MAMMALIA,LC,0,1.0,True
Myospalax aspalax,포유류,MAMMALIA,LC,0,2.5,False
Myospalax myospalax,포유류,MAMMALIA,LC,0,2.5,False
Myospalax psilurus,포유류,MAMMALIA,LC,0,2.5,False
Myotis adversus,포유류,MAMMALIA,LC,0,6.9,True
Myotis aurascens,포유류,MAMMALIA,LC,0,5.8,True
Myotis blythii,포유류,MAMMALIA,VU,2,7.0,True
Myotis bocagii,포유류,MAMMALIA,LC,0,5.77,True
Myotis brandtii,포유류,MAMMALIA,LC,0,5.8,True
Myotis formosus,포유류,MAMMALIA,NT,1,5.8,True
Myotis gomantongensis,포유류,MAMMALIA,LC,0,5.8,True
Myotis goudoti,포유류,MAMMALIA,LC,0,5.77,True
Myotis septentrionalis,포유류,MAMMALIA,NT,1,6.0,True
Myotis siligorensis,포유류,MAMMALIA,LC,0,5.5,False
Myotis tricolor,포유류,MAMMALIA,LC,0,6.86,True
Myotis welwitschii,포유류,MAMMALIA,LC,0,6.86,True
Myzopoda aurita,포유류,MAMMALIA,LC,0,5.67,True
Myzopoda schliemanni,포유류,MAMMALIA,LC,0,5.67,True
Nandinia binotata,포유류,MAMMALIA,LC,0,4.0,True
Nannosciurus melanotis,포유류,MAMMALIA,LC,0,3.0,True
Nanonycteris veldkampii,포유류,MAMMALIA,LC,0,4.25,True
Napaeozapus insignis,포유류,MAMMALIA,LC,0,2.0,True
Nasua nasua,포유류,MAMMALIA,LC,0,7.6,True
Neacomys dubosti,포유류,MAMMALIA,LC,0,1.5,False
Neacomys guianae,포유류,MAMMALIA,LC,0,1.5,False
Neacomys minutus,포유류,MAMMALIA,LC,0,1.5,False
Neacomys musseri,포유류,MAMMALIA,LC,0,1.5,False
Neacomys paracou,포유류,MAMMALIA,LC,0,1.5,False
Neacomys spinosus,포유류,MAMMALIA,LC,0,1.5,False
Neacomys tenuipes,포유류,MAMMALIA,LC,0,1.5,False
Necromys amoenus,포유류,MAMMALIA,LC,0,1.5,False
Necromys benefactus,포유류,MAMMALIA,LC,0,1.5,False
Necromys lactens,포유류,MAMMALIA,LC,0,1.5,False
Necromys lasiurus,포유류,MAMMALIA,LC,0,1.5,False
Necromys lenguarum,포유류,MAMMALIA,LC,0,1.5,False
Necromys temchuki,포유류,MAMMALIA,LC,0,1.5,False
Necromys urichi,포유류,MAMMALIA,LC,0,1.5,False
Nectogale elegans,포유류,MAMMALIA,LC,0,1.0,True
Nectomys apicalis,포유류,MAMMALIA,LC,0,1.5,False
Nectomys palmipes,포유류,MAMMALIA,LC,0,1.5,False
Nectomys rattus,포유류,MAMMALIA,LC,0,2.0,True
Nectomys squamipes,포유류,MAMMALIA,LC,0,1.5,False
Neodon irene,포유류,MAMMALIA,LC,0,1.5,False
Neodon sikimensis,포유류,MAMMALIA,LC,0,1.5,False
Neofiber alleni,포유류,MAMMALIA,LC,0,2.0,True
Neomicroxus bogotensis,포유류,MAMMALIA,LC,0,1.5,False
Neomys anomalus,포유류,MAMMALIA,LC,0,0.5,False
Neomys fodiens,포유류,MAMMALIA,LC,0,1.5,False
Neomys teres,포유류,MAMMALIA,LC,0,2.0,True
Neoromicia capensis,무척추/식물/기타,,LC,0,5.16,True
Neoromicia guineensis,포유류,MAMMALIA,LC,0,5.16,True
Neoromicia matroka,무척추/식물/기타,,LC,0,6.57,True
Neoromicia nana,무척추/식물/기타,,LC,0,5.16,True
Neoromicia rendalli,무척추/식물/기타,,LC,0,5.16,True
Neoromicia somalica,포유류,MAMMALIA,LC,0,5.16,True
Neoromicia tenuipinnis,무척추/식물/기타,,LC,0,5.16,True
Neoromicia zuluensis,포유류,MAMMALIA,LC,0,5.16,True
Neotamias alpinus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias amoenus,포유류,MAMMALIA,LC,0,2.0,True
Neotamias canipes,포유류,MAMMALIA,LC,0,3.0,True
Neotamias cinereicollis,포유류,MAMMALIA,LC,0,3.0,True
Neotamias dorsalis,포유류,MAMMALIA,LC,0,3.0,True
Neotamias durangae,포유류,MAMMALIA,LC,0,3.0,True
Neotamias merriami,포유류,MAMMALIA,LC,0,3.0,True
Neotamias minimus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias obscurus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias ochrogenys,포유류,MAMMALIA,LC,0,3.0,True
Neotamias panamintinus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias quadrimaculatus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias quadrivittatus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias ruficaudus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias rufus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias senex,포유류,MAMMALIA,LC,0,3.0,True
Neotamias siskiyou,포유류,MAMMALIA,LC,0,3.0,True
Neotamias sonomae,포유류,MAMMALIA,LC,0,3.0,True
Neotamias speciosus,포유류,MAMMALIA,LC,0,3.0,True
Neotamias townsendii,포유류,MAMMALIA,LC,0,3.0,True
Neotamias umbrinus,포유류,MAMMALIA,LC,0,3.0,True
Neotetracus sinensis,포유류,MAMMALIA,LC,0,3.0,True
Neotoma albigula,포유류,MAMMALIA,LC,0,2.5,False
Neotoma chrysomelas,포유류,MAMMALIA,LC,0,2.5,False
Neotoma cinerea,포유류,MAMMALIA,LC,0,2.0,True
Neotoma devia,포유류,MAMMALIA,LC,0,2.0,True
Neotoma floridana,포유류,MAMMALIA,LC,0,2.0,True
Neotoma fuscipes,포유류,MAMMALIA,LC,0,2.0,True
Neotoma goldmani,포유류,MAMMALIA,LC,0,2.0,True
Neotoma lepida,포유류,MAMMALIA,LC,0,3.0,True
Neotoma leucodon,포유류,MAMMALIA,LC,0,2.0,True
Neotoma macrotis,포유류,MAMMALIA,LC,0,1.5,False
Neotoma mexicana,포유류,MAMMALIA,LC,0,2.0,True
Neotoma micropus,포유류,MAMMALIA,LC,0,1.0,True
Neotoma stephensi,포유류,MAMMALIA,LC,0,2.0,True
Neotomodon alstoni,포유류,MAMMALIA,LC,0,1.5,False
Neotomys ebriosus,포유류,MAMMALIA,LC,0,2.0,True
Neotragus batesi,포유류,MAMMALIA,LC,0,4.3,True
Neotragus pygmaeus,포유류,MAMMALIA,LC,0,4.3,True
Nephelomys albigularis,포유류,MAMMALIA,LC,0,1.5,False
Nephelomys auriventer,포유류,MAMMALIA,LC,0,1.5,False
Nephelomys caracolus,포유류,MAMMALIA,LC,0,2.0,True
Nephelomys devius,포유류,MAMMALIA,LC,0,1.5,False
Nephelomys keaysi,포유류,MAMMALIA,LC,0,1.5,False
Nephelomys levipes,포유류,MAMMALIA,LC,0,1.5,False
Nephelomys meridensis,포유류,MAMMALIA,LC,0,1.5,False
Nesokia indica,포유류,MAMMALIA,LC,0,1.5,False
Nesomys audeberti,포유류,MAMMALIA,LC,0,2.5,False
Nesomys rufus,포유류,MAMMALIA,LC,0,2.5,False
Nesotragus moschatus,포유류,MAMMALIA,LC,0,4.0,True
Neurotrichus gibbsii,포유류,MAMMALIA,LC,0,2.0,True
Neusticomys monticolus,포유류,MAMMALIA,LC,0,1.5,False
Neusticomys peruviensis,포유류,MAMMALIA,LC,0,1.5,False
Ningaui timealeyi,포유류,MAMMALIA,LC,0,1.0,True
Niviventer andersoni,포유류,MAMMALIA,LC,0,1.5,False
Niviventer brahma,포유류,MAMMALIA,LC,0,1.5,False
Niviventer confucianus,포유류,MAMMALIA,LC,0,1.5,False
Niviventer coninga,포유류,MAMMALIA,LC,0,1.5,False
Niviventer eha,포유류,MAMMALIA,LC,0,1.5,False
Niviventer excelsior,포유류,MAMMALIA,LC,0,1.5,False
