scientific_name,iucn_class,taxon_group,iucn_category,iucn_score
Neacomys tenuipes,MAMMALIA,포유류,LC,0
Necromys amoenus,MAMMALIA,포유류,LC,0
Necromys benefactus,MAMMALIA,포유류,LC,0
Necromys lactens,MAMMALIA,포유류,LC,0
Necromys lasiurus,MAMMALIA,포유류,LC,0
Necromys lenguarum,MAMMALIA,포유류,LC,0
Necromys temchuki,MAMMALIA,포유류,LC,0
Necromys urichi,MAMMALIA,포유류,LC,0
Nectogale elegans,MAMMALIA,포유류,LC,0
Nectomys apicalis,MAMMALIA,포유류,LC,0
Nectomys palmipes,MAMMALIA,포유류,LC,0
Nectomys rattus,MAMMALIA,포유류,LC,0
Nectomys squamipes,MAMMALIA,포유류,LC,0
Neodon irene,MAMMALIA,포유류,LC,0
Neodon sikimensis,MAMMALIA,포유류,LC,0
Neofiber alleni,MAMMALIA,포유류,LC,0
Neomicroxus bogotensis,MAMMALIA,포유류,LC,0
Neomys anomalus,MAMMALIA,포유류,LC,0
Neomys fodiens,MAMMALIA,포유류,LC,0
Neomys teres,MAMMALIA,포유류,LC,0
Neophascogale lorentzii,MAMMALIA,포유류,LC,0
Neoromicia guineensis,MAMMALIA,포유류,LC,0
Neoromicia somalica,MAMMALIA,포유류,LC,0
Neoromicia zuluensis,MAMMALIA,포유류,LC,0
Neotamias alpinus,MAMMALIA,포유류,LC,0
Neotamias amoenus,MAMMALIA,포유류,LC,0
Neotamias canipes,MAMMALIA,포유류,LC,0
Neotamias cinereicollis,MAMMALIA,포유류,LC,0
Neotamias dorsalis,MAMMALIA,포유류,LC,0
Neotamias durangae,MAMMALIA,포유류,LC,0
Neotamias merriami,MAMMALIA,포유류,LC,0
Neotamias minimus,MAMMALIA,포유류,LC,0
Neotamias obscurus,MAMMALIA,포유류,LC,0
Neotamias ochrogenys,MAMMALIA,포유류,LC,0
Neotamias panamintinus,MAMMALIA,포유류,LC,0
Neotamias quadrimaculatus,MAMMALIA,포유류,LC,0
Neotamias quadrivittatus,MAMMALIA,포유류,LC,0
Neotamias ruficaudus,MAMMALIA,포유류,LC,0
Neotamias rufus,MAMMALIA,포유류,LC,0
Neotamias senex,MAMMALIA,포유류,LC,0
Neotamias siskiyou,MAMMALIA,포유류,LC,0
Neotamias sonomae,MAMMALIA,포유류,LC,0
Neotamias speciosus,MAMMALIA,포유류,LC,0
Neotamias townsendii,MAMMALIA,포유류,LC,0
Neotamias umbrinus,MAMMALIA,포유류,LC,0
Neotetracus sinensis,MAMMALIA,포유류,LC,0
Neotoma albigula,MAMMALIA,포유류,LC,0
Neotoma chrysomelas,MAMMALIA,포유류,LC,0
Neotoma cinerea,MAMMALIA,포유류,LC,0
Neotoma devia,MAMMALIA,포유류,LC,0
Neotoma floridana,MAMMALIA,포유류,LC,0
Neotoma fuscipes,MAMMALIA,포유류,LC,0
Neotoma goldmani,MAMMALIA,포유류,LC,0
Neotoma lepida,MAMMALIA,포유류,LC,0
Neotoma leucodon,MAMMALIA,포유류,LC,0
Neotoma macrotis,MAMMALIA,포유류,LC,0
Neotoma mexicana,MAMMALIA,포유류,LC,0
Neotoma micropus,MAMMALIA,포유류,LC,0
Neotoma stephensi,MAMMALIA,포유류,LC,0
Neotomodon alstoni,MAMMALIA,포유류,LC,0
Neotomys ebriosus,MAMMALIA,포유류,LC,0
Neotragus batesi,MAMMALIA,포유류,LC,0
Neotragus pygmaeus,MAMMALIA,포유류,LC,0
Nephelomys albigularis,MAMMALIA,포유류,LC,0
Nephelomys auriventer,MAMMALIA,포유류,LC,0
Nephelomys caracolus,MAMMALIA,포유류,LC,0
Nephelomys devius,MAMMALIA,포유류,LC,0
Nephelomys keaysi,MAMMALIA,포유류,LC,0
Nephelomys levipes,MAMMALIA,포유류,LC,0
Nephelomys meridensis,MAMMALIA,포유류,LC,0
Nesokia indica,MAMMALIA,포유류,LC,0
Nesomys audeberti,MAMMALIA,포유류,LC,0
Nesomys rufus,MAMMALIA,포유류,LC,0
Nesotragus moschatus,MAMMALIA,포유류,LC,0
Neurotrichus gibbsii,MAMMALIA,포유류,LC,0
Neusticomys monticolus,MAMMALIA,포유류,LC,0
Neusticomys peruviensis,MAMMALIA,포유류,LC,0
Ningaui ridei,MAMMALIA,포유류,LC,0
Ningaui timealeyi,MAMMALIA,포유류,LC,0
Ningaui yvonneae,MAMMALIA,포유류,LC,0
Niviventer andersoni,MAMMALIA,포유류,LC,0
Niviventer brahma,MAMMALIA,포유류,LC,0
Niviventer confucianus,MAMMALIA,포유류,LC,0
Niviventer coninga,MAMMALIA,포유류,LC,0
Niviventer eha,MAMMALIA,포유류,LC,0
Niviventer excelsior,MAMMALIA,포유류,LC,0
Niviventer fraternus,MAMMALIA,포유류,LC,0
Niviventer fulvescens,MAMMALIA,포유류,LC,0
Niviventer langbianis,MAMMALIA,포유류,LC,0
Niviventer lepturus,MAMMALIA,포유류,LC,0
Niviventer niviventer,MAMMALIA,포유류,LC,0
Niviventer rapit,MAMMALIA,포유류,LC,0
Niviventer tenaster,MAMMALIA,포유류,LC,0
Noctilio albiventris,MAMMALIA,포유류,LC,0
Noctilio leporinus,MAMMALIA,포유류,LC,0
Notiomys edwardsii,MAMMALIA,포유류,LC,0
Notiosorex cockrumi,MAMMALIA,포유류,LC,0
Notiosorex crawfordi,MAMMALIA,포유류,LC,0
Notiosorex evotis,MAMMALIA,포유류,LC,0
Notocitellus adocetus,MAMMALIA,포유류,LC,0
Notocitellus annulatus,MAMMALIA,포유류,LC,0
Notomys alexis,MAMMALIA,포유류,LC,0
Notomys mitchellii,MAMMALIA,포유류,LC,0
Notoryctes caurinus,MAMMALIA,포유류,LC,0
Notoryctes typhlops,MAMMALIA,포유류,LC,0
Nyctalus leisleri,MAMMALIA,포유류,LC,0
Nyctalus montanus,MAMMALIA,포유류,LC,0
Nyctalus noctula,MAMMALIA,포유류,LC,0
Nyctalus plancyi,MAMMALIA,포유류,LC,0
Nycteris arge,MAMMALIA,포유류,LC,0
Nycteris aurita,MAMMALIA,포유류,LC,0
Nycteris gambiensis,MAMMALIA,포유류,LC,0
Nycteris grandis,MAMMALIA,포유류,LC,0
Nycteris hispida,MAMMALIA,포유류,LC,0
Nycteris intermedia,MAMMALIA,포유류,LC,0
Nycteris macrotis,MAMMALIA,포유류,LC,0
Nycteris nana,MAMMALIA,포유류,LC,0
Nycteris thebaica,MAMMALIA,포유류,LC,0
Nycteris woodi,MAMMALIA,포유류,LC,0
Nycticeius humeralis,MAMMALIA,포유류,LC,0
Nyctiellus lepidus,MAMMALIA,포유류,LC,0
Nyctimene aello,MAMMALIA,포유류,LC,0
Nyctimene albiventer,MAMMALIA,포유류,LC,0
Nyctimene cephalotes,MAMMALIA,포유류,LC,0
Nyctimene certans,MAMMALIA,포유류,LC,0
Nyctimene major,MAMMALIA,포유류,LC,0
Nyctimene robinsoni,MAMMALIA,포유류,LC,0
Nyctimene vizcaccia,MAMMALIA,포유류,LC,0
Nyctinomops aurispinosus,MAMMALIA,포유류,LC,0
Nyctinomops femorosaccus,MAMMALIA,포유류,LC,0
Nyctinomops laticaudatus,MAMMALIA,포유류,LC,0
Nyctinomops macrotis,MAMMALIA,포유류,LC,0
Nyctomys sumichrasti,MAMMALIA,포유류,LC,0
Nyctophilus arnhemensis,MAMMALIA,포유류,LC,0
Nyctophilus bifax,MAMMALIA,포유류,LC,0
Nyctophilus geoffroyi,MAMMALIA,포유류,LC,0
Nyctophilus gouldi,MAMMALIA,포유류,LC,0
Nyctophilus microtis,MAMMALIA,포유류,LC,0
Nyctophilus walkeri,MAMMALIA,포유류,LC,0
Ochotona alpina,MAMMALIA,포유류,LC,0
Ochotona cansus,MAMMALIA,포유류,LC,0
Ochotona collaris,MAMMALIA,포유류,LC,0
Ochotona curzoniae,MAMMALIA,포유류,LC,0
Ochotona dauurica,MAMMALIA,포유류,LC,0
Ochotona erythrotis,MAMMALIA,포유류,LC,0
Ochotona forresti,MAMMALIA,포유류,LC,0
Ochotona gloveri,MAMMALIA,포유류,LC,0
Ochotona hyperborea,MAMMALIA,포유류,LC,0
Ochotona ladacensis,MAMMALIA,포유류,LC,0
Ochotona macrotis,MAMMALIA,포유류,LC,0
Ochotona mantchurica,MAMMALIA,포유류,LC,0
Ochotona nubrica,MAMMALIA,포유류,LC,0
Ochotona opaca,MAMMALIA,포유류,LC,0
Ochotona pallasii,MAMMALIA,포유류,LC,0
Ochotona princeps,MAMMALIA,포유류,LC,0
Ochotona pusilla,MAMMALIA,포유류,LC,0
Ochotona rufescens,MAMMALIA,포유류,LC,0
Ochotona rutila,MAMMALIA,포유류,LC,0
Ochotona syrinx,MAMMALIA,포유류,LC,0
Ochotona thibetana,MAMMALIA,포유류,LC,0
Ochotona thomasi,MAMMALIA,포유류,LC,0
Ochotona turuchanensis,MAMMALIA,포유류,LC,0
Ochrotomys nuttalli,MAMMALIA,포유류,LC,0
Octodon degus,MAMMALIA,포유류,LC,0
Octodontomys gliroides,MAMMALIA,포유류,LC,0
Octomys mimax,MAMMALIA,포유류,LC,0
Odocoileus hemionus,MAMMALIA,포유류,LC,0
Odocoileus virginianus,MAMMALIA,포유류,LC,0
Oecomys auyantepui,MAMMALIA,포유류,LC,0
Oecomys bicolor,MAMMALIA,포유류,LC,0
Oecomys catherinae,MAMMALIA,포유류,LC,0
Oecomys concolor,MAMMALIA,포유류,LC,0
Oecomys flavicans,MAMMALIA,포유류,LC,0
Oecomys mamorae,MAMMALIA,포유류,LC,0
Oecomys phaeotis,MAMMALIA,포유류,LC,0
Oecomys rex,MAMMALIA,포유류,LC,0
Oecomys roberti,MAMMALIA,포유류,LC,0
Oecomys rutilus,MAMMALIA,포유류,LC,0
Oecomys speciosus,MAMMALIA,포유류,LC,0
Oecomys superans,MAMMALIA,포유류,LC,0
Oecomys trinitatis,MAMMALIA,포유류,LC,0
Oenomys hypoxanthus,MAMMALIA,포유류,LC,0
Oligoryzomys andinus,MAMMALIA,포유류,LC,0
Oligoryzomys arenalis,MAMMALIA,포유류,LC,0
Oligoryzomys chacoensis,MAMMALIA,포유류,LC,0
Oligoryzomys delticola,MAMMALIA,포유류,LC,0
Oligoryzomys destructor,MAMMALIA,포유류,LC,0
Oligoryzomys eliurus,MAMMALIA,포유류,LC,0
Oligoryzomys flavescens,MAMMALIA,포유류,LC,0
Oligoryzomys fornesi,MAMMALIA,포유류,LC,0
Oligoryzomys fulvescens,MAMMALIA,포유류,LC,0
Oligoryzomys griseolus,MAMMALIA,포유류,LC,0
Oligoryzomys longicaudatus,MAMMALIA,포유류,LC,0
Oligoryzomys magellanicus,MAMMALIA,포유류,LC,0
Oligoryzomys microtis,MAMMALIA,포유류,LC,0
Oligoryzomys nigripes,MAMMALIA,포유류,LC,0
Oligoryzomys stramineus,MAMMALIA,포유류,LC,0
Oligoryzomys vegetus,MAMMALIA,포유류,LC,0
Ommatophoca rossii,MAMMALIA,포유류,LC,0
Onychogalea unguifera,MAMMALIA,포유류,LC,0
Onychomys arenicola,MAMMALIA,포유류,LC,0
Onychomys leucogaster,MAMMALIA,포유류,LC,0
Onychomys torridus,MAMMALIA,포유류,LC,0
Oreamnos americanus,MAMMALIA,포유류,LC,0
Orthogeomys cavator,MAMMALIA,포유류,LC,0
Orthogeomys grandis,MAMMALIA,포유류,LC,0
Orthogeomys heterodus,MAMMALIA,포유류,LC,0
Orthogeomys hispidus,MAMMALIA,포유류,LC,0
Orthogeomys underwoodi,MAMMALIA,포유류,LC,0
Orycteropus afer,MAMMALIA,포유류,LC,0
Oryx gazella,MAMMALIA,포유류,LC,0
Oryzomys couesi,MAMMALIA,포유류,LC,0
Oryzomys palustris,MAMMALIA,포유류,LC,0
Oryzorictes hova,MAMMALIA,포유류,LC,0
Osgoodomys banderanus,MAMMALIA,포유류,LC,0
Otaria byronia,MAMMALIA,포유류,LC,0
Otocyon megalotis,MAMMALIA,포유류,LC,0
Otolemur crassicaudatus,MAMMALIA,포유류,LC,0
Otomops madagascariensis,MAMMALIA,포유류,LC,0
Otomys anchietae,MAMMALIA,포유류,LC,0
Otomys angoniensis,MAMMALIA,포유류,LC,0
Otomys cuanzensis,MAMMALIA,포유류,LC,0
Otomys denti,MAMMALIA,포유류,LC,0
Otomys irroratus,MAMMALIA,포유류,LC,0
Otomys laminatus,MAMMALIA,포유류,NT,1
Otomys sloggetti,MAMMALIA,포유류,LC,0
Otomys tropicalis,MAMMALIA,포유류,LC,0
Otomys typus,MAMMALIA,포유류,LC,0
Otomys unisulcatus,MAMMALIA,포유류,LC,0
Otonycteris hemprichii,MAMMALIA,포유류,LC,0
Otonyctomys hatti,MAMMALIA,포유류,LC,0
Otopteropus cartilagonodus,MAMMALIA,포유류,LC,0
Otospermophilus variegatus,MAMMALIA,포유류,LC,0
Ototylomys phyllotis,MAMMALIA,포유류,LC,0
Ovis canadensis,MAMMALIA,포유류,LC,0
Ovis dalli,MAMMALIA,포유류,LC,0
Ovis nivicola,MAMMALIA,포유류,LC,0
Oxymycterus amazonicus,MAMMALIA,포유류,LC,0
Oxymycterus angularis,MAMMALIA,포유류,LC,0
Oxymycterus caparoae,MAMMALIA,포유류,LC,0
Oxymycterus dasytrichus,MAMMALIA,포유류,LC,0
Oxymycterus delator,MAMMALIA,포유류,LC,0
Oxymycterus hiska,MAMMALIA,포유류,LC,0
Oxymycterus hispidus,MAMMALIA,포유류,LC,0
Oxymycterus inca,MAMMALIA,포유류,LC,0
Oxymycterus nasutus,MAMMALIA,포유류,LC,0
Oxymycterus paramensis,MAMMALIA,포유류,LC,0
Oxymycterus quaestor,MAMMALIA,포유류,LC,0
Oxymycterus roberti,MAMMALIA,포유류,LC,0
Oxymycterus rufus,MAMMALIA,포유류,LC,0
Pachyuromys duprasi,MAMMALIA,포유류,LC,0
Pagophilus groenlandicus,MAMMALIA,포유류,NT,1
Paguma larvata,MAMMALIA,포유류,LC,0
Palawanomys furvus,MAMMALIA,포유류,LC,0
Papio anubis,MAMMALIA,포유류,LC,0
Papio cynocephalus,MAMMALIA,포유류,LC,0
Papio hamadryas,MAMMALIA,포유류,LC,0
Papio kindae,MAMMALIA,포유류,LC,0
Papio ursinus,MAMMALIA,포유류,LC,0
Paracrocidura schoutedeni,MAMMALIA,포유류,LC,0
Paracynictis selousi,MAMMALIA,포유류,LC,0
Paradipus ctenodactylus,MAMMALIA,포유류,LC,0
Paradoxurus hermaphroditus,MAMMALIA,포유류,LC,0
Paradoxurus jerdoni,MAMMALIA,포유류,LC,0
Paradoxurus zeylonensis,MAMMALIA,포유류,LC,0
Paraechinus aethiopicus,MAMMALIA,포유류,LC,0
Paraechinus hypomelas,MAMMALIA,포유류,LC,0
Paraechinus micropus,MAMMALIA,포유류,LC,0
Paraechinus nudiventris,MAMMALIA,포유류,LC,0
Parahydromys asper,MAMMALIA,포유류,LC,0
Paramelomys levipes,MAMMALIA,포유류,LC,0
Paramelomys lorentzii,MAMMALIA,포유류,LC,0
Paramelomys mollis,MAMMALIA,포유류,LC,0
Paramelomys moncktoni,MAMMALIA,포유류,LC,0
Paramelomys naso,MAMMALIA,포유류,LC,0
Paramelomys platyops,MAMMALIA,포유류,LC,0
Paramelomys rubex,MAMMALIA,포유류,LC,0
Paranyctimene raptor,MAMMALIA,포유류,LC,0
Paranyctimene tenax,MAMMALIA,포유류,LC,0
Parascalops breweri,MAMMALIA,포유류,LC,0
Parascaptor leucura,MAMMALIA,포유류,LC,0
Paraxerus alexandri,MAMMALIA,포유류,LC,0
Paraxerus boehmi,MAMMALIA,포유류,LC,0
Paraxerus cepapi,MAMMALIA,포유류,LC,0
Paraxerus flavovittis,MAMMALIA,포유류,LC,0
Paraxerus ochraceus,MAMMALIA,포유류,LC,0
Paraxerus palliatus,MAMMALIA,포유류,LC,0
Paraxerus poensis,MAMMALIA,포유류,LC,0
Paremballonura atrata,MAMMALIA,포유류,LC,0
Paremballonura tiavato,MAMMALIA,포유류,LC,0
Parotomys brantsii,MAMMALIA,포유류,LC,0
Parotomys littledalei,MAMMALIA,포유류,LC,0
Pattonomys semivillosus,MAMMALIA,포유류,LC,0
Pecari tajacu,MAMMALIA,포유류,LC,0
Pectinator spekei,MAMMALIA,포유류,LC,0
Pedetes capensis,MAMMALIA,포유류,LC,0
Pedetes surdaster,MAMMALIA,포유류,LC,0
Pelea capreolus,MAMMALIA,포유류,NT,1
Pelomys campanae,MAMMALIA,포유류,LC,0
Pelomys fallax,MAMMALIA,포유류,LC,0
Pelomys minor,MAMMALIA,포유류,LC,0
Penthetor lucasi,MAMMALIA,포유류,LC,0
Perameles nasuta,MAMMALIA,포유류,LC,0
Perodicticus edwardsi,MAMMALIA,포유류,LC,0
Perodicticus potto,MAMMALIA,포유류,NT,1
Perognathus amplus,MAMMALIA,포유류,LC,0
Perognathus fasciatus,MAMMALIA,포유류,LC,0
Perognathus flavescens,MAMMALIA,포유류,LC,0
Perognathus flavus,MAMMALIA,포유류,LC,0
Perognathus inornatus,MAMMALIA,포유류,LC,0
Perognathus longimembris,MAMMALIA,포유류,LC,0
Perognathus merriami,MAMMALIA,포유류,LC,0
Perognathus parvus,MAMMALIA,포유류,LC,0
Peromyscus attwateri,MAMMALIA,포유류,LC,0
Peromyscus aztecus,MAMMALIA,포유류,LC,0
Peromyscus beatae,MAMMALIA,포유류,LC,0
Peromyscus boylii,MAMMALIA,포유류,LC,0
Peromyscus californicus,MAMMALIA,포유류,LC,0
Peromyscus crinitus,MAMMALIA,포유류,LC,0
Peromyscus difficilis,MAMMALIA,포유류,LC,0
Peromyscus eremicus,MAMMALIA,포유류,LC,0
Peromyscus eva,MAMMALIA,포유류,LC,0
Peromyscus fraterculus,MAMMALIA,포유류,LC,0
Peromyscus gossypinus,MAMMALIA,포유류,LC,0
Peromyscus gratus,MAMMALIA,포유류,LC,0
Peromyscus guatemalensis,MAMMALIA,포유류,LC,0
Peromyscus gymnotis,MAMMALIA,포유류,LC,0
Peromyscus hooperi,MAMMALIA,포유류,LC,0
Peromyscus hylocetes,MAMMALIA,포유류,LC,0
Peromyscus keeni,MAMMALIA,포유류,LC,0
Peromyscus leucopus,MAMMALIA,포유류,LC,0
Peromyscus levipes,MAMMALIA,포유류,LC,0
Peromyscus maniculatus,MAMMALIA,포유류,LC,0
Peromyscus megalops,MAMMALIA,포유류,LC,0
Peromyscus melanophrys,MAMMALIA,포유류,LC,0
Peromyscus melanotis,MAMMALIA,포유류,LC,0
Peromyscus merriami,MAMMALIA,포유류,LC,0
Peromyscus mexicanus,MAMMALIA,포유류,LC,0
Peromyscus nasutus,MAMMALIA,포유류,LC,0
Peromyscus pectoralis,MAMMALIA,포유류,LC,0
Peromyscus perfulvus,MAMMALIA,포유류,LC,0
Peromyscus polionotus,MAMMALIA,포유류,LC,0
Peromyscus schmidlyi,MAMMALIA,포유류,LC,0
Peromyscus spicilegus,MAMMALIA,포유류,LC,0
Peromyscus stirtoni,MAMMALIA,포유류,LC,0
Peromyscus truei,MAMMALIA,포유류,LC,0
Peromyscus yucatanicus,MAMMALIA,포유류,LC,0
Peropteryx kappleri,MAMMALIA,포유류,LC,0
Peropteryx leucoptera,MAMMALIA,포유류,LC,0
Peropteryx macrotis,MAMMALIA,포유류,LC,0
Peroryctes raffrayana,MAMMALIA,포유류,LC,0
Petaurista alborufus,MAMMALIA,포유류,LC,0
Petaurista elegans,MAMMALIA,포유류,LC,0
Petaurista leucogenys,MAMMALIA,포유류,LC,0
Petaurista magnificus,MAMMALIA,포유류,LC,0
Petaurista petaurista,MAMMALIA,포유류,LC,0
Petaurista philippensis,MAMMALIA,포유류,LC,0
Petaurista xanthotis,MAMMALIA,포유류,LC,0
Petaurus biacensis,MAMMALIA,포유류,LC,0
Petaurus breviceps,MAMMALIA,포유류,LC,0
Petaurus norfolcensis,MAMMALIA,포유류,LC,0
Petinomys crinitus,MAMMALIA,포유류,LC,0
Petinomys fuscocapillus,MAMMALIA,포유류,LC,0
Petinomys mindanensis,MAMMALIA,포유류,LC,0
Petrodromus tetradactylus,MAMMALIA,포유류,LC,0
Petrogale assimilis,MAMMALIA,포유류,LC,0
Petrogale brachyotis,MAMMALIA,포유류,LC,0
Petrogale herberti,MAMMALIA,포유류,LC,0
Petrogale inornata,MAMMALIA,포유류,LC,0
Petrogale rothschildi,MAMMALIA,포유류,LC,0
Petromus typicus,MAMMALIA,포유류,LC,0
Petromyscus barbouri,MAMMALIA,포유류,LC,0
Petromyscus collinus,MAMMALIA,포유류,LC,0
Petromyscus monticularis,MAMMALIA,포유류,LC,0
Petromyscus shortridgei,MAMMALIA,포유류,LC,0
Petropseudes dahli,MAMMALIA,포유류,LC,0
Phacochoerus aethiopicus,MAMMALIA,포유류,LC,0
Phacochoerus africanus,MAMMALIA,포유류,LC,0
Phaiomys leucurus,MAMMALIA,포유류,LC,0
Phalanger carmelitae,MAMMALIA,포유류,LC,0
Phalanger gymnotis,MAMMALIA,포유류,LC,0
Phalanger intercastellanus,MAMMALIA,포유류,LC,0
Phalanger mimicus,MAMMALIA,포유류,LC,0
Phalanger orientalis,MAMMALIA,포유류,LC,0
Phalanger ornatus,MAMMALIA,포유류,LC,0
Phalanger rothschildi,MAMMALIA,포유류,LC,0
Phalanger sericeus,MAMMALIA,포유류,LC,0
Phalanger vestitus,MAMMALIA,포유류,LC,0
Phascolosorex doriae,MAMMALIA,포유류,LC,0
Phascolosorex dorsalis,MAMMALIA,포유류,LC,0
Phenacomys intermedius,MAMMALIA,포유류,LC,0
Phenacomys ungava,MAMMALIA,포유류,LC,0
Philander andersoni,MAMMALIA,포유류,LC,0
Philander deltae,MAMMALIA,포유류,LC,0
Philander frenatus,MAMMALIA,포유류,LC,0
Philander mcilhennyi,MAMMALIA,포유류,LC,0
Philander mondolfii,MAMMALIA,포유류,LC,0
Philander opossum,MAMMALIA,포유류,LC,0
Philantomba maxwellii,MAMMALIA,포유류,LC,0
Philantomba monticola,MAMMALIA,포유류,LC,0
Philetor brachypterus,MAMMALIA,포유류,LC,0
Phloeomys pallidus,MAMMALIA,포유류,LC,0
Phoca largha,MAMMALIA,포유류,LC,0
Phocoenoides dalli,MAMMALIA,포유류,LC,0
Phodopus campbelli,MAMMALIA,포유류,LC,0
Phodopus roborovskii,MAMMALIA,포유류,LC,0
Phodopus sungorus,MAMMALIA,포유류,LC,0
Phoniscus jagorii,MAMMALIA,포유류,LC,0
Phylloderma stenops,MAMMALIA,포유류,LC,0
Phyllomys blainvillii,MAMMALIA,포유류,LC,0
Phyllomys dasythrix,MAMMALIA,포유류,LC,0
Phyllomys medius,MAMMALIA,포유류,LC,0
Phyllomys nigrispinus,MAMMALIA,포유류,LC,0
Phyllomys pattoni,MAMMALIA,포유류,LC,0
Phyllonycteris poeyi,MAMMALIA,포유류,LC,0
Phyllops falcatus,MAMMALIA,포유류,LC,0
Phyllostomus discolor,MAMMALIA,포유류,LC,0
Phyllostomus elongatus,MAMMALIA,포유류,LC,0
Phyllostomus hastatus,MAMMALIA,포유류,LC,0
Phyllostomus latifolius,MAMMALIA,포유류,LC,0
Phyllotis amicus,MAMMALIA,포유류,LC,0
Phyllotis andium,MAMMALIA,포유류,LC,0
Phyllotis caprinus,MAMMALIA,포유류,LC,0
Phyllotis darwini,MAMMALIA,포유류,LC,0
Phyllotis gerbillus,MAMMALIA,포유류,LC,0
Phyllotis haggardi,MAMMALIA,포유류,LC,0
Phyllotis limatus,MAMMALIA,포유류,LC,0
Phyllotis magister,MAMMALIA,포유류,LC,0
Phyllotis osilae,MAMMALIA,포유류,LC,0
Phyllotis wolffsohni,MAMMALIA,포유류,LC,0
Phyllotis xanthopygus,MAMMALIA,포유류,LC,0
Pipistrellus abramus,MAMMALIA,포유류,LC,0
Pipistrellus adamsi,MAMMALIA,포유류,LC,0
Pipistrellus angulatus,MAMMALIA,포유류,LC,0
Pipistrellus ceylonicus,MAMMALIA,포유류,LC,0
Pipistrellus collinus,MAMMALIA,포유류,LC,0
Pipistrellus coromandra,MAMMALIA,포유류,LC,0
Pipistrellus crassulus,MAMMALIA,포유류,LC,0
Pipistrellus hesperidus,MAMMALIA,포유류,LC,0
Pipistrellus imbricatus,MAMMALIA,포유류,LC,0
Pipistrellus javanicus,MAMMALIA,포유류,LC,0
Pipistrellus kuhlii,MAMMALIA,포유류,LC,0
Pipistrellus nanulus,MAMMALIA,포유류,LC,0
Pipistrellus nathusii,MAMMALIA,포유류,LC,0
Pipistrellus papuanus,MAMMALIA,포유류,LC,0
Pipistrellus paterculus,MAMMALIA,포유류,LC,0
Pipistrellus pipistrellus,MAMMALIA,포유류,LC,0
Pipistrellus pygmaeus,MAMMALIA,포유류,LC,0
Pipistrellus rusticus,MAMMALIA,포유류,LC,0
Pipistrellus stenopterus,MAMMALIA,포유류,LC,0
Pipistrellus tenuis,MAMMALIA,포유류,LC,0
Pipistrellus wattsi,MAMMALIA,포유류,LC,0
Pipistrellus westralis,MAMMALIA,포유류,LC,0
Pithecia aequatorialis,MAMMALIA,포유류,LC,0
Pithecia chrysocephala,MAMMALIA,포유류,LC,0
Pithecia pithecia,MAMMALIA,포유류,LC,0
Planigale gilesi,MAMMALIA,포유류,LC,0
Planigale ingrami,MAMMALIA,포유류,LC,0
Planigale maculata,MAMMALIA,포유류,LC,0
Planigale novaeguineae,MAMMALIA,포유류,LC,0
Planigale tenuirostris,MAMMALIA,포유류,LC,0
Platymops setiger,MAMMALIA,포유류,LC,0
Platyrrhinus albericoi,MAMMALIA,포유류,LC,0
Platyrrhinus aurarius,MAMMALIA,포유류,LC,0
Platyrrhinus brachycephalus,MAMMALIA,포유류,LC,0
Platyrrhinus dorsalis,MAMMALIA,포유류,LC,0
Platyrrhinus helleri,MAMMALIA,포유류,LC,0
Platyrrhinus infuscus,MAMMALIA,포유류,LC,0
Platyrrhinus lineatus,MAMMALIA,포유류,LC,0
Platyrrhinus masu,MAMMALIA,포유류,LC,0
Platyrrhinus nigellus,MAMMALIA,포유류,LC,0
Platyrrhinus recifinus,MAMMALIA,포유류,LC,0
Platyrrhinus vittatus,MAMMALIA,포유류,LC,0
Plecotus auritus,MAMMALIA,포유류,LC,0
Plecotus austriacus,MAMMALIA,포유류,NT,1
Plecotus kolombatovici,MAMMALIA,포유류,LC,0
Plecotus macrobullaris,MAMMALIA,포유류,NT,1
Plecotus ognevi,MAMMALIA,포유류,LC,0
Plecotus sacrimontis,MAMMALIA,포유류,LC,0
Podogymnura truei,MAMMALIA,포유류,LC,0
Poecilogale albinucha,MAMMALIA,포유류,LC,0
Poelagus marjorita,MAMMALIA,포유류,LC,0
Pogonomelomys brassi,MAMMALIA,포유류,LC,0
Pogonomelomys mayeri,MAMMALIA,포유류,LC,0
Pogonomys loriae,MAMMALIA,포유류,LC,0
Pogonomys macrourus,MAMMALIA,포유류,LC,0
Pogonomys sylvestris,MAMMALIA,포유류,LC,0
Poiana richardsonii,MAMMALIA,포유류,LC,0
Poliocitellus franklinii,MAMMALIA,포유류,LC,0
Potamochoerus larvatus,MAMMALIA,포유류,LC,0
Potamochoerus porcus,MAMMALIA,포유류,LC,0
Potamogale velox,MAMMALIA,포유류,LC,0
Potos flavus,MAMMALIA,포유류,LC,0
Praomys daltoni,MAMMALIA,포유류,LC,0
Praomys delectorum,MAMMALIA,포유류,LC,0
Praomys derooi,MAMMALIA,포유류,LC,0
Praomys jacksoni,MAMMALIA,포유류,LC,0
Praomys lukolelae,MAMMALIA,포유류,LC,0
Praomys minor,MAMMALIA,포유류,LC,0
Praomys misonnei,MAMMALIA,포유류,LC,0
Praomys petteri,MAMMALIA,포유류,LC,0
Praomys rostratus,MAMMALIA,포유류,LC,0
Praomys tullbergi,MAMMALIA,포유류,LC,0
Prionodon linsang,MAMMALIA,포유류,LC,0
Prionodon pardicolor,MAMMALIA,포유류,LC,0
